;appearance_time;earliest_landing_time;target_landing_time;latest_landing_time;penality_cost_earliest;penality_cost_latest;separation_times
116;13953;14553;14693;16353;1.03;1.25;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
117;14019;14619;14931;16419;1.74;1.39;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
118;14082;14682;15139;16482;1.78;1.11;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
119;14098;14698;15008;16498;1.65;1.42;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
120;14149;14749;14987;16549;1.03;1.46;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
121;14169;14769;14902;16569;1.04;1.29;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
122;14352;14952;15264;16752;2.00;1.50;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
123;14652;15252;15448;17052;1.57;1.44;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
124;14754;15354;15569;17154;1.08;1.05;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
125;14777;15377;15629;17177;1.49;1.22;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
126;14913;15513;15739;17313;1.41;1.49;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
127;15082;15682;15812;17482;1.46;1.73;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
128;15195;15795;15868;17595;1.33;1.74;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
129;15323;15923;16504;17723;1.65;1.69;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
130;15349;15949;16510;17749;1.23;1.04;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
131;15413;16013;16238;17813;1.34;1.12;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
132;15443;16043;16404;17843;1.43;1.82;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
133;16049;16649;17142;18449;1.22;1.79;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
134;16084;16684;17151;18484;1.27;1.82;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
135;16234;16834;17173;18634;1.06;1.78;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
136;16240;16840;17311;18640;1.02;1.94;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
137;16420;17020;17109;18820;1.44;1.78;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
138;16477;17077;17170;18877;1.15;1.18;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
139;16728;17328;17514;19128;1.37;2.00;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
140;16777;17377;17668;19177;1.31;1.54;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
141;16897;17497;18088;19297;1.08;1.14;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
142;17289;17889;18468;19689;1.61;1.31;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
143;17510;18110;18625;19910;1.87;1.42;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
144;17842;18442;18697;20242;1.03;1.07;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
